Time,PositionX,PositionY,PositionZ,Vx,Ax,Y,YDot,Psi,PsiDot,EngineRpm
4.279998,0.1,0,5.974618,10.02577,10.74281,0,0,0,0,2995.394
4.299998,0.1,0,6.17943,10.2406,10.74135,0,0,0,0,2995.394
4.319998,0.1,0,6.388538,10.45539,10.73987,0,0,0,0,2995.394
4.339998,0.1,0,6.601941,10.67016,10.73836,0,0,0,0,2995.394
4.359998,0.1,0,6.819639,10.8849,10.73682,0,0,0,0,2995.394
4.379999,0.1,0,7.041631,11.0996,10.73525,0,0,0,0,2995.394
4.399999,0.1,0,7.267916,11.31428,10.73366,0,0,0,0,2995.394
4.419999,0.1,0,7.498495,11.52892,10.73205,0,0,0,0,3000
4.439999,0.1,0,7.733365,11.74352,10.7304,0,0,0,0,3000
4.459999,0.1,0,7.972527,11.9581,10.72873,0,0,0,0,3000
4.479999,0.1,0,8.21598,12.17264,10.72703,0,0,0,0,3000
4.499999,0.1,0,8.46329,12.36555,9.645627,0,0,0,0,3000
4.519999,0.1,0,8.712707,12.4708,5.262366,0,0,0,0,3000
4.539999,0.1,0,8.963994,12.56438,4.678869,0,0,0,0,3000
4.559999,0.1,0,9.217153,12.65794,4.678092,0,0,0,0,3000
4.579998,0.1,0,9.47199,12.74185,4.195771,0,0,0,0,3000
4.599998,0.1,0,9.728327,12.81686,3.75026,0,0,0,0,3000
4.619998,0.1,0,9.985965,12.88189,3.251561,0,0,0,0,3000
4.639998,0.1,0,10.2449,12.94691,3.251008,0,0,0,0,3000
4.659998,0.1,0,10.50491,13.00028,2.668286,0,0,0,0,3000
4.679998,0.1,0,10.76581,13.04506,2.238878,0,0,0,0,3000
4.699998,0.1,0,11.02743,13.08102,1.798416,0,0,0,0,3000
4.719998,0.1,0,11.28977,13.11699,1.798106,0,0,0,0,3000
4.739998,0.1,0,11.55261,13.14191,1.246227,0,0,0,0,2950
4.759998,0.1,0,11.81577,13.15789,0.7991421,0,0,0,0,2900
4.779998,0.1,0,12.07905,13.16417,0.3137582,0,0,0,0,2850
4.799998,0.1,0,12.34246,13.17044,0.3137037,0,0,0,0,2800
4.819998,0.1,0,12.60541,13.1477,-1.137035,0,0,0,0,2750.748
4.839998,0.1,0,12.86792,13.12529,-1.120708,0,0,0,0,2719.348
4.859998,0.1,0,13.12998,13.10309,-1.109795,0,0,0,0,2698.686
4.879998,0.1,0,13.3916,13.08105,-1.102114,0,0,0,0,2684.484
4.899998,0.1,0,13.65278,13.05912,-1.096368,0,0,0,0,2674.171
4.919998,0.1,0,13.91353,13.03729,-1.091787,0,0,0,0,2666.2
